bibkey,paper,task,subject,choice,r,country
Proto2018,Proto et al 2018,HL,1,10,2.71,Germany
Proto2018,Proto et al 2018,HL,2,6,1.1225717786001042,Germany
Proto2018,Proto et al 2018,HL,3,5,0.7468655436486006,Germany
Proto2018,Proto et al 2018,HL,4,8,1.6079793653590604,Germany
Proto2018,Proto et al 2018,HL,5,5,0.6252558267861604,Germany
Proto2018,Proto et al 2018,HL,6,10,2.71,Germany
Proto2018,Proto et al 2018,HL,7,5,0.7278538128500804,Germany
Proto2018,Proto et al 2018,HL,8,8,1.5121138848317788,Germany
Proto2018,Proto et al 2018,HL,9,6,0.8733715801732614,Germany
Proto2018,Proto et al 2018,HL,10,3,0.10243840967537836,Germany
Proto2018,Proto et al 2018,HL,11,5,0.7013552588783204,Germany
Proto2018,Proto et al 2018,HL,12,8,1.8032780038006604,Germany
Proto2018,Proto et al 2018,HL,13,5,0.7047118125203997,Germany
Proto2018,Proto et al 2018,HL,14,10,2.71,Germany
Proto2018,Proto et al 2018,HL,15,6,0.9267038847319782,Germany
Proto2018,Proto et al 2018,HL,16,5,0.5977122300583869,Germany
Proto2018,Proto et al 2018,HL,17,5,0.7113109339075163,Germany
Proto2018,Proto et al 2018,HL,18,2,-0.0875443913787603,Germany
Proto2018,Proto et al 2018,HL,19,8,1.5489264418371023,Germany
Proto2018,Proto et al 2018,HL,20,7,1.3791809787927196,Germany
Proto2018,Proto et al 2018,HL,21,5,0.6194335338054224,Germany
Proto2018,Proto et al 2018,HL,22,5,0.8324937837570905,Germany
Proto2018,Proto et al 2018,HL,23,5,0.5998275912133977,Germany
Proto2018,Proto et al 2018,HL,24,8,1.5734479692578316,Germany
Proto2018,Proto et al 2018,HL,25,5,0.6679859016090631,Germany
Proto2018,Proto et al 2018,HL,26,6,1.0919371042167767,Germany
Proto2018,Proto et al 2018,HL,27,6,1.0701846444047987,Germany
Proto2018,Proto et al 2018,HL,28,5,0.675818929253146,Germany
Proto2018,Proto et al 2018,HL,29,7,1.4831386906001716,Germany
Proto2018,Proto et al 2018,HL,30,7,1.2487279514968395,Germany
Proto2018,Proto et al 2018,HL,31,5,0.5927214938728138,Germany
Proto2018,Proto et al 2018,HL,32,5,0.688808064633049,Germany
Proto2018,Proto et al 2018,HL,33,6,1.0735879870364442,Germany
Proto2018,Proto et al 2018,HL,34,6,0.8569829866522923,Germany
Proto2018,Proto et al 2018,HL,35,9,2.369584043202922,Germany
Proto2018,Proto et al 2018,HL,36,8,1.919813002180308,Germany
Proto2018,Proto et al 2018,HL,37,5,0.7509323568968103,Germany
Proto2018,Proto et al 2018,HL,38,5,0.7033636935986578,Germany
Proto2018,Proto et al 2018,HL,39,6,1.1128139988752082,Germany
Proto2018,Proto et al 2018,HL,40,6,0.9297260352410376,Germany
Proto2018,Proto et al 2018,HL,41,7,1.4585506636882202,Germany
Proto2018,Proto et al 2018,HL,42,6,0.8609756086487322,Germany
Proto2018,Proto et al 2018,HL,43,7,1.4634843220375477,Germany
Proto2018,Proto et al 2018,HL,44,3,0.24615299031604085,Germany
Proto2018,Proto et al 2018,HL,45,8,1.7824673490552232,Germany
Proto2018,Proto et al 2018,HL,46,6,0.9319013819796964,Germany
Proto2018,Proto et al 2018,HL,47,6,0.9356844706460833,Germany
Proto2018,Proto et al 2018,HL,48,8,1.702654403517954,Germany
Proto2018,Proto et al 2018,HL,49,7,1.229813233986497,Germany
Proto2018,Proto et al 2018,HL,50,5,0.7677609615493566,Germany
Proto2018,Proto et al 2018,HL,51,7,1.221620044200681,Germany
Proto2018,Proto et al 2018,HL,52,5,0.7369403117336333,Germany
Proto2018,Proto et al 2018,HL,53,7,1.1681042346963657,Germany
Proto2018,Proto et al 2018,HL,54,6,0.9761607900261878,Germany
Proto2018,Proto et al 2018,HL,55,8,1.6568025374552235,Germany
Proto2018,Proto et al 2018,HL,56,6,1.1216190261067822,Germany
Proto2018,Proto et al 2018,HL,57,6,1.1199130114633589,Germany
Proto2018,Proto et al 2018,HL,58,4,0.5012696916982531,Germany
Proto2018,Proto et al 2018,HL,59,6,0.8532519530970603,Germany
Proto2018,Proto et al 2018,HL,60,5,0.7058045476907864,Germany
Proto2018,Proto et al 2018,HL,61,6,1.0071990542346612,Germany
Proto2018,Proto et al 2018,HL,62,5,0.7635823766887188,Germany
Proto2018,Proto et al 2018,HL,63,3,0.08761548042064533,Germany
Proto2018,Proto et al 2018,HL,64,8,1.8906709794839844,Germany
Proto2018,Proto et al 2018,HL,65,7,1.4199723259825259,Germany
Proto2018,Proto et al 2018,HL,66,7,1.2883207982685416,Germany
Proto2018,Proto et al 2018,HL,67,7,1.232893540044315,Germany
Proto2018,Proto et al 2018,HL,68,7,1.4699481669068337,Germany
Proto2018,Proto et al 2018,HL,69,5,0.8267974273208528,Germany
Proto2018,Proto et al 2018,HL,70,7,1.2615831953519954,Germany
Proto2018,Proto et al 2018,HL,71,8,1.6567271010577678,Germany
Proto2018,Proto et al 2018,HL,72,6,1.0683222698979078,Germany
Proto2018,Proto et al 2018,HL,73,7,1.4659055331954733,Germany
Proto2018,Proto et al 2018,HL,74,5,0.83767009694594885,Germany
Proto2018,Proto et al 2018,HL,75,8,1.6568266909057274,Germany
Proto2018,Proto et al 2018,HL,76,8,1.6166577566321938,Germany
Proto2018,Proto et al 2018,HL,77,5,0.8127875744132325,Germany
Proto2018,Proto et al 2018,HL,78,7,1.3332554487511514,Germany
Proto2018,Proto et al 2018,HL,79,7,1.3107292273826896,Germany
Proto2018,Proto et al 2018,HL,80,6,0.9988625539466738,Germany
