bibkey,paper,task,subject,choice,r,country
Kirchkamp2021,Kirchkamp et al 2021,EG,1,4,1.11,Germany
Kirchkamp2021,Kirchkamp et al 2021,EG,3,1,-0.09,Germany
Kirchkamp2021,Kirchkamp et al 2021,EG,8,3,0.5467883396800608,Germany
Kirchkamp2021,Kirchkamp et al 2021,EG,10,2,0.3857992297410965,Germany
Kirchkamp2021,Kirchkamp et al 2021,EG,11,4,1.11,Germany
Kirchkamp2021,Kirchkamp et al 2021,EG,13,3,0.8283844103012235,Germany
Kirchkamp2021,Kirchkamp et al 2021,EG,14,1,-0.09,Germany
Kirchkamp2021,Kirchkamp et al 2021,EG,15,4,1.11,Germany
Kirchkamp2021,Kirchkamp et al 2021,EG,16,3,0.9572945237997921,Germany
Kirchkamp2021,Kirchkamp et al 2021,EG,18,4,1.11,Germany
Kirchkamp2021,Kirchkamp et al 2021,EG,21,1,-0.09,Germany
Kirchkamp2021,Kirchkamp et al 2021,EG,25,2,0.4565403604321182,Germany
Kirchkamp2021,Kirchkamp et al 2021,EG,29,2,0.07586152841337024,Germany
Kirchkamp2021,Kirchkamp et al 2021,EG,30,2,0.20629762968979773,Germany
Kirchkamp2021,Kirchkamp et al 2021,EG,31,1,-0.09,Germany
Kirchkamp2021,Kirchkamp et al 2021,EG,38,1,-0.09,Germany
Kirchkamp2021,Kirchkamp et al 2021,EG,39,2,-0.08998118290677666,Germany
Kirchkamp2021,Kirchkamp et al 2021,EG,43,3,0.5178944503795355,Germany
Kirchkamp2021,Kirchkamp et al 2021,EG,44,1,-0.09,Germany
Kirchkamp2021,Kirchkamp et al 2021,EG,45,2,0.3811979616433382,Germany
Kirchkamp2021,Kirchkamp et al 2021,EG,50,3,0.7335847304575146,Germany
Kirchkamp2021,Kirchkamp et al 2021,EG,51,2,-0.005795224579051142,Germany
Kirchkamp2021,Kirchkamp et al 2021,EG,55,4,1.11,Germany
Kirchkamp2021,Kirchkamp et al 2021,EG,57,3,0.8263428139407188,Germany
Kirchkamp2021,Kirchkamp et al 2021,EG,59,1,-0.09,Germany
Kirchkamp2021,Kirchkamp et al 2021,EG,60,2,0.2107144695147872,Germany
Kirchkamp2021,Kirchkamp et al 2021,EG,61,1,-0.09,Germany
Kirchkamp2021,Kirchkamp et al 2021,EG,62,2,0.1254994242824614,Germany
Kirchkamp2021,Kirchkamp et al 2021,EG,66,2,0.17352894678711892,Germany
Kirchkamp2021,Kirchkamp et al 2021,EG,67,3,0.664753507487476,Germany
Kirchkamp2021,Kirchkamp et al 2021,EG,68,2,0.09709779283963144,Germany
Kirchkamp2021,Kirchkamp et al 2021,EG,69,2,0.5023568218946457,Germany
Kirchkamp2021,Kirchkamp et al 2021,EG,70,1,-0.09,Germany
Kirchkamp2021,Kirchkamp et al 2021,EG,73,2,0.3505583638697862,Germany
Kirchkamp2021,Kirchkamp et al 2021,EG,75,2,0.38344466401264066,Germany
Kirchkamp2021,Kirchkamp et al 2021,EG,76,4,1.11,Germany
Kirchkamp2021,Kirchkamp et al 2021,EG,78,3,0.7025267241429538,Germany
Kirchkamp2021,Kirchkamp et al 2021,EG,79,3,0.7071627559047193,Germany
Kirchkamp2021,Kirchkamp et al 2021,EG,80,2,0.2742991344910115,Germany
Kirchkamp2021,Kirchkamp et al 2021,EG,81,4,1.11,Germany
Kirchkamp2021,Kirchkamp et al 2021,EG,88,1,-0.09,Germany
Kirchkamp2021,Kirchkamp et al 2021,EG,90,2,0.16195295861922201,Germany
Kirchkamp2021,Kirchkamp et al 2021,EG,92,2,-0.047172374753281475,Germany
Kirchkamp2021,Kirchkamp et al 2021,EG,93,1,-0.09,Germany
Kirchkamp2021,Kirchkamp et al 2021,EG,96,4,1.11,Germany
Kirchkamp2021,Kirchkamp et al 2021,EG,98,3,0.562533353632316,Germany
Kirchkamp2021,Kirchkamp et al 2021,EG,100,2,0.19151686917990443,Germany
Kirchkamp2021,Kirchkamp et al 2021,EG,102,2,-0.08434199924580753,Germany
Kirchkamp2021,Kirchkamp et al 2021,EG,103,2,0.31270644309930506,Germany
Kirchkamp2021,Kirchkamp et al 2021,EG,104,4,1.11,Germany
Kirchkamp2021,Kirchkamp et al 2021,EG,105,2,0.4618231162335724,Germany
Kirchkamp2021,Kirchkamp et al 2021,EG,108,1,-0.09,Germany
Kirchkamp2021,Kirchkamp et al 2021,EG,109,2,0.414527805140242,Germany
Kirchkamp2021,Kirchkamp et al 2021,EG,110,1,-0.09,Germany
Kirchkamp2021,Kirchkamp et al 2021,EG,111,3,1.003506802758202,Germany
Kirchkamp2021,Kirchkamp et al 2021,EG,112,2,0.35197089993394914,Germany
Kirchkamp2021,Kirchkamp et al 2021,EG,113,3,0.9059463416598739,Germany
Kirchkamp2021,Kirchkamp et al 2021,EG,115,2,0.4200534214172512,Germany
Kirchkamp2021,Kirchkamp et al 2021,EG,116,1,-0.09,Germany
